FPS,FrameTime(ms),MinFrame(ms),MaxFrame(ms),AvgFrame(ms),CPUTime(ms),GPUWait(ms),DrawCalls,Triangles,VRAM(MB),Upload(KB),
6.69416,153.793,136.945,165.877,149.384,153.753,0.039524,1,12000000,1.50087,0,
6.68741,152.783,136.945,165.877,149.535,152.742,0.040899,1,12000000,1.50087,0,
6.68083,152.666,136.945,165.877,149.682,152.625,0.040923,1,12000000,1.50087,0,
6.67248,156.144,136.945,165.877,149.869,156.101,0.042666,1,12000000,1.50087,0,
6.66572,153.253,136.945,165.877,150.021,153.212,0.040276,1,12000000,1.50087,0,
6.66039,153.943,136.945,165.877,150.141,153.898,0.045713,1,12000000,1.50087,0,
6.65515,153.852,136.945,165.877,150.26,153.813,0.03921,1,12000000,1.50087,0,
6.64988,154.287,136.945,165.877,150.379,154.245,0.041655,1,12000000,1.50087,0,
6.64455,153.833,136.945,165.877,150.499,153.794,0.039222,1,12000000,1.50087,0,
6.63982,153.529,136.945,165.877,150.606,153.484,0.045536,1,12000000,1.50087,0,
6.63341,156.314,136.945,165.877,150.752,156.243,0.070443,1,12000000,1.50087,0,
6.62836,153.463,136.945,165.877,150.867,153.417,0.046343,1,12000000,1.50087,0,
6.6239,153.344,136.945,165.877,150.968,153.297,0.04708,1,12000000,1.50087,0,
6.61768,156.214,136.945,165.877,151.11,156.169,0.04415,1,12000000,1.50087,0,
6.61288,154.449,136.945,165.877,151.22,154.408,0.041841,1,12000000,1.50087,0,
6.609,153.178,136.945,165.877,151.309,153.139,0.039376,1,12000000,1.50087,0,
6.60935,153.017,136.945,165.877,151.301,152.975,0.042329,1,12000000,1.50087,0,
6.60863,154.544,136.945,165.877,151.317,154.478,0.066263,1,12000000,1.50087,0,
6.60697,156.798,136.945,165.877,151.355,156.751,0.046596,1,12000000,1.50087,0,
6.60599,155.186,136.945,165.877,151.378,155.148,0.038176,1,12000000,1.50087,0,
6.60524,155.327,136.945,165.877,151.395,155.287,0.039789,1,12000000,1.50087,0,
6.60478,154.779,136.945,165.877,151.405,154.736,0.042226,1,12000000,1.50087,0,
6.60507,153.878,136.945,165.877,151.399,153.839,0.038182,1,12000000,1.50087,0,
6.60665,153.148,136.945,165.877,151.363,153.106,0.041964,1,12000000,1.50087,0,
6.60856,153.4,136.945,165.877,151.319,153.358,0.041472,1,12000000,1.50087,0,
6.60861,153.469,136.945,165.877,151.318,153.427,0.042794,1,12000000,1.50087,0,
6.60852,155.016,136.945,165.877,151.32,154.976,0.039492,1,12000000,1.50087,0,
6.60726,157.06,136.945,165.877,151.349,157.013,0.046478,1,12000000,1.50087,0,
6.60725,153.44,136.945,165.877,151.349,153.399,0.041101,1,12000000,1.50087,0,
6.60704,153.625,136.945,165.877,151.354,153.583,0.041046,1,12000000,1.50087,0,
6.60749,152.58,136.945,165.877,151.343,152.541,0.039059,1,12000000,1.50087,0,
6.61115,153.155,136.945,165.877,151.26,153.116,0.039298,1,12000000,1.50087,0,
6.6141,153.477,136.945,165.877,151.192,153.438,0.039062,1,12000000,1.50087,0,
6.61585,155.191,136.945,165.877,151.152,155.124,0.067209,1,12000000,1.50087,0,
6.61798,152.746,136.945,165.877,151.104,152.698,0.047562,1,12000000,1.50087,0,
6.62001,153.396,136.945,165.877,151.057,153.356,0.039511,1,12000000,1.50087,0,
6.62232,152.584,136.945,165.877,151.004,152.545,0.038763,1,12000000,1.50087,0,
6.625,153.027,136.945,165.877,150.943,152.98,0.047197,1,12000000,1.50087,0,
6.62613,153.367,136.945,165.877,150.918,153.326,0.041162,1,12000000,1.50087,0,
6.62616,153.424,136.945,165.877,150.917,153.383,0.041545,1,12000000,1.50087,0,
6.62624,152.643,136.945,165.877,150.915,152.603,0.040367,1,12000000,1.50087,0,
6.62639,153.071,136.945,165.877,150.912,153.031,0.039763,1,12000000,1.50087,0,
6.62654,153.116,136.945,165.877,150.908,153.076,0.039454,1,12000000,1.50087,0,
6.62672,153.507,136.945,165.877,150.904,153.466,0.04108,1,12000000,1.50087,0,
6.62612,155.774,136.945,165.877,150.918,155.731,0.043452,1,12000000,1.50087,0,
6.62609,153.804,136.945,165.877,150.918,153.765,0.039059,1,12000000,1.50087,0,
6.62621,153.189,136.945,165.877,150.916,153.144,0.045322,1,12000000,1.50087,0,
6.62614,153.596,136.945,165.877,150.917,153.555,0.04149,1,12000000,1.50087,0,
6.62658,152.647,136.945,165.877,150.907,152.607,0.039985,1,12000000,1.50087,0,
6.62686,153.387,136.945,165.877,150.901,153.349,0.037983,1,12000000,1.50087,0,
6.6338,137.383,136.945,165.877,150.743,137.342,0.041201,1,12000000,1.50087,0,
6.63998,139.82,136.945,165.877,150.603,139.765,0.054865,1,12000000,1.50087,0,
6.64624,138.551,136.945,165.877,150.461,138.5,0.051537,1,12000000,1.50087,0,
6.65301,137.815,136.945,165.877,150.308,137.774,0.04098,1,12000000,1.50087,0,
6.65945,138.665,136.945,165.877,150.162,138.625,0.039513,1,12000000,1.50087,0,
6.66808,137.771,136.945,165.877,149.968,137.73,0.040906,1,12000000,1.50087,0,
6.67588,137.504,136.945,165.877,149.793,137.467,0.036978,1,12000000,1.50087,0,
6.68259,138.934,136.945,165.877,149.643,138.894,0.040095,1,12000000,1.50087,0,
6.68969,139.054,136.945,165.877,149.484,139.013,0.041659,1,12000000,1.50087,0,
6.69717,137.36,136.945,165.877,149.317,137.319,0.041092,1,12000000,1.50087,0,
6.70409,137.626,136.945,165.877,149.163,137.585,0.040463,1,12000000,1.50087,0,
